,author,author_link,date,iscore,meta_movie_name,mixed,moviename,moviename_x,negative,num_crit,positive,rank,release_date,source,source_link,summary,total_score
56,Chris Nashawaty,http://www.metacritic.com//critic/chris-nashawaty?filter=movies,"Apr 27, 2016",91.0,Captain America: Civil War,11.0,,Captain America: Civil War,0.0,52.0,41.0,3,"May 6, 2016",Entertainment Weekly,http://www.metacritic.com//publication/entertainment-weekly?filter=movies,"Despite its stars-and-stripes title, Marvel’s latest billion-dollar-blockbuster-to-be, Captain America: Civil War, is essentially a third Avengers movie – it’s also the best one yet.",75
57,Russ Fischer,http://www.metacritic.com//critic/russ-fischer?filter=movies,"Apr 13, 2016",91.0,Captain America: Civil War,11.0,,Captain America: Civil War,0.0,52.0,41.0,3,"May 6, 2016",The Playlist,http://www.metacritic.com//publication/the-playlist?filter=movies,"Striking and consistently engaging, the Russos deftly craft compelling blockbuster entertainment out of a a moral and emotional conflict, and that’s more impressive than any overblown display of loud and vulgar power.",75
58,Jamelle Bouie,,"May  5, 2016",90.0,Captain America: Civil War,11.0,,Captain America: Civil War,0.0,52.0,41.0,3,"May 6, 2016",Slate,http://www.metacritic.com//publication/slate?filter=movies,"The conflict between Iron Man and Captain America drives a wedge through this community of heroes. And they fight, in one of the most joyous cinematic superhero battles ever filmed, the closest thing we’ve seen to an on-screen splash page.",75
59,Dave White,http://www.metacritic.com//critic/dave-white?filter=movies,"Apr 13, 2016",90.0,Captain America: Civil War,11.0,,Captain America: Civil War,0.0,52.0,41.0,3,"May 6, 2016",TheWrap,http://www.metacritic.com//publication/thewrap?filter=movies,“Civil War” strikes that admirable balance: serious-minded action that never forgets to indulge in serious fun.,75
60,Calvin Wilson,http://www.metacritic.com//critic/calvin-wilson?filter=movies,"May  5, 2016",88.0,Captain America: Civil War,11.0,,Captain America: Civil War,0.0,52.0,41.0,3,"May 6, 2016",St. Louis Post-Dispatch,http://www.metacritic.com//publication/st-louis-post-dispatch?filter=movies,"At the end of the day, it’s still a comic-book movie, but one that actually raises serious questions about security, accountability and revenge.",75
61,Lawrence Toppman,http://www.metacritic.com//critic/lawrence-toppman?filter=movies,"May  5, 2016",88.0,Captain America: Civil War,11.0,,Captain America: Civil War,0.0,52.0,41.0,3,"May 6, 2016",Charlotte Observer,http://www.metacritic.com//publication/charlotte-observer?filter=movies,Captain America: Civil War appeals to me more strongly than any superhero movie of the last decade.,75
62,Barry Hertz,http://www.metacritic.com//critic/barry-hertz?filter=movies,"May  4, 2016",88.0,Captain America: Civil War,11.0,,Captain America: Civil War,0.0,52.0,41.0,3,"May 6, 2016",The Globe and Mail (Toronto),http://www.metacritic.com//publication/the-globe-and-mail-toronto?filter=movies,In nearly every way Civil War represents the dizzying heights of the genre.,75
63,Peter Travers,http://www.metacritic.com//critic/peter-travers?filter=movies,"May  4, 2016",88.0,Captain America: Civil War,11.0,,Captain America: Civil War,0.0,52.0,41.0,3,"May 6, 2016",Rolling Stone,http://www.metacritic.com//publication/rolling-stone?filter=movies,"Kudos to the Russo brothers, Joe and Anthony, for directing the hostilities for maximum impact and without neglecting character. Their thundering epic is also smart,  snappy, politically savvy and blessedly fast on its feet.",75
64,Rene Rodriguez,http://www.metacritic.com//critic/rene-rodriguez?filter=movies,"May  3, 2016",88.0,Captain America: Civil War,11.0,,Captain America: Civil War,0.0,52.0,41.0,3,"May 6, 2016",Miami Herald,http://www.metacritic.com//publication/miami-herald?filter=movies,"After the nihilistic deconstruction of Deadpool and the flattening self-importance of Batman v. Superman, Captain America: Civil War reminds you how funny and exciting these pictures can be when they’re done right — you know, like comic books. The summer movie season has barely begun, and already the remedy for superhero film fatigue has arrived.",75
65,Richard Roeper,http://www.metacritic.com//critic/richard-roeper?filter=movies,"May  3, 2016",88.0,Captain America: Civil War,11.0,,Captain America: Civil War,0.0,52.0,41.0,3,"May 6, 2016",Chicago Sun-Times,http://www.metacritic.com//publication/chicago-sun-times?filter=movies,Captain America: Civil War is a classic example of what the big-ticket summer movie experience is all about.,75
66,Brian Truitt,http://www.metacritic.com//critic/brian-truitt?filter=movies,"Apr 13, 2016",88.0,Captain America: Civil War,11.0,,Captain America: Civil War,0.0,52.0,41.0,3,"May 6, 2016",USA Today,http://www.metacritic.com//publication/usa-today?filter=movies,"While it’s not the greatest Marvel effort — that honor goes to the previous Captain America: The Winter Soldier — Civil War does pull outstanding performances from its two franchise faces, Chris Evans and Robert Downey Jr.",75
67,Tasha Robinson,http://www.metacritic.com//critic/tasha-robinson?filter=movies,"May  3, 2016",84.0,Captain America: Civil War,11.0,,Captain America: Civil War,0.0,52.0,41.0,3,"May 6, 2016",The Verge,http://www.metacritic.com//publication/the-verge?filter=movies,"In terms of narrative ambition, and giving meaningful screen time to an ever-growing stable of onscreen characters, Civil War rivals Joss Whedon's MCU standout The Avengers. And in terms of sheer thrill, it surpasses Avengers — at least for fans who come prestocked with an emotional investment in these characters.",75
68,A.A. Dowd,http://www.metacritic.com//critic/aa-dowd?filter=movies,"May  3, 2016",83.0,Captain America: Civil War,11.0,,Captain America: Civil War,0.0,52.0,41.0,3,"May 6, 2016",The A.V. Club,http://www.metacritic.com//publication/the-av-club?filter=movies,"That Civil War doesn’t collapse under the weight of its various moving parts, that it manages to be the most serious entry yet in this franchise of franchises without sacrificing much in the way of valuable comic relief, is a testament to the creative mojo of directors Joe and Anthony Russo and screenwriters Christopher Markus and Stephen McFeely.",75
69,Dominick Suzanne-Mayer,http://www.metacritic.com//critic/dominick-suzanne-mayer?filter=movies,"May  3, 2016",83.0,Captain America: Civil War,11.0,,Captain America: Civil War,0.0,52.0,41.0,3,"May 6, 2016",Consequence of Sound,http://www.metacritic.com//publication/consequence-of-sound?filter=movies,"By firmly rooting all of the film’s sprawling drama in a singular conflict, directors Joe and Anthony Russo manage to do what many superhero films have struggled with in recent years: find a truly effective reason to pit superpower against superpower.",75
70,Joe Morgenstern,http://www.metacritic.com//critic/joe-morgenstern?filter=movies,"May  5, 2016",80.0,Captain America: Civil War,11.0,,Captain America: Civil War,0.0,52.0,41.0,3,"May 6, 2016",Wall Street Journal,http://www.metacritic.com//publication/wall-street-journal?filter=movies,"Marvel’s new “Captain America” is anything but bleak — what’s so audacious about the film, and so pleasing, is its quicksilver mix of hardcore action and bright comedy.",75
71,Bill Goodykoontz,http://www.metacritic.com//critic/bill-goodykoontz?filter=movies,"May  4, 2016",80.0,Captain America: Civil War,11.0,,Captain America: Civil War,0.0,52.0,41.0,3,"May 6, 2016",Arizona Republic,http://www.metacritic.com//publication/arizona-republic?filter=movies,"Fun, happily, is one of the many ingredients in copious supply here.",75
72,Stephanie Zacharek,http://www.metacritic.com//critic/stephanie-zacharek?filter=movies,"May  3, 2016",80.0,Captain America: Civil War,11.0,,Captain America: Civil War,0.0,52.0,41.0,3,"May 6, 2016",Time,http://www.metacritic.com//publication/time?filter=movies,"It’s that rare superhero movie that doesn’t grind you down with nonstop action or, worse yet, the usual tiresome cavalcade of smart-ass wisecracks.",75
73,Peter Bradshaw,http://www.metacritic.com//critic/peter-bradshaw?filter=movies,"Apr 22, 2016",80.0,Captain America: Civil War,11.0,,Captain America: Civil War,0.0,52.0,41.0,3,"May 6, 2016",The Guardian,http://www.metacritic.com//publication/the-guardian?filter=movies,"It’s a huge aspartame rush of a film: a giant irresistible snack, not nutritious, but very tasty.",75
74,Tom Huddleston,http://www.metacritic.com//critic/tom-huddleston?filter=movies,"Apr 21, 2016",80.0,Captain America: Civil War,11.0,,Captain America: Civil War,0.0,52.0,41.0,3,"May 6, 2016",Time Out London,http://www.metacritic.com//publication/time-out-london?filter=movies,"A nagging sense of incompleteness means that Civil War isn’t quite as satisfying as the first ‘Avengers’ (it’s all building up to the ‘Infinity War’ two-parter in 2018). But overall, this is Marvel at their best: a pacey, intelligent super-sized blockbuster and a roaringly fun night out.",75
75,Justin Chang,http://www.metacritic.com//critic/justin-chang?filter=movies,"Apr 13, 2016",80.0,Captain America: Civil War,11.0,,Captain America: Civil War,0.0,52.0,41.0,3,"May 6, 2016",Variety,http://www.metacritic.com//publication/variety?filter=movies,"This chronicle of an epic clash between two equally noble factions, led by Captain America and Iron Man, proves as remarkable for its dramatic coherence and thematic unity as for its dizzyingly inventive action sequences.",75
76,Tim Grierson,http://www.metacritic.com//critic/tim-grierson?filter=movies,"Apr 13, 2016",80.0,Captain America: Civil War,11.0,,Captain America: Civil War,0.0,52.0,41.0,3,"May 6, 2016",Screen International,http://www.metacritic.com//publication/screen-international?filter=movies,"Civil War is an exciting, often giddy pop pleasure.",75
77,Mike Sampson,,"Apr 13, 2016",80.0,Captain America: Civil War,11.0,,Captain America: Civil War,0.0,52.0,41.0,3,"May 6, 2016",ScreenCrush,http://www.metacritic.com//publication/screencrush?filter=movies,"While slightly overlong, this movie is bright, creative, insightful, affecting and, above all else, fun.",75
78,Kimberley Jones,http://www.metacritic.com//critic/kimberley-jones?filter=movies,"May  4, 2016",78.0,Captain America: Civil War,11.0,,Captain America: Civil War,0.0,52.0,41.0,3,"May 6, 2016",Austin Chronicle,http://www.metacritic.com//publication/austin-chronicle?filter=movies,"Civil War’s main battle sequence is so effective because it’s six-on-six, and we’ve spent the past decade getting to know the combatants.",75
79,Soren Andersen,http://www.metacritic.com//critic/soren-andersen?filter=movies,"May  5, 2016",75.0,Captain America: Civil War,11.0,,Captain America: Civil War,0.0,52.0,41.0,3,"May 6, 2016",The Seattle Times,http://www.metacritic.com//publication/the-seattle-times?filter=movies,"Who emerges as the winner of this “Civil War”? The audience. The picture delivers in a big, big way.",75
80,Matt Zoller Seitz,http://www.metacritic.com//critic/matt-zoller-seitz?filter=movies,"May  4, 2016",75.0,Captain America: Civil War,11.0,,Captain America: Civil War,0.0,52.0,41.0,3,"May 6, 2016",RogerEbert.com,http://www.metacritic.com//publication/rogerebertcom?filter=movies,"The bad news is, there are about ten movies going on in Captain America: Civil War, which is at least seven too many. The good news is, most of them are fun, and there are enough rousing moments to elevate the movie to Marvel's top tier.",75
81,James Berardinelli,http://www.metacritic.com//critic/james-berardinelli?filter=movies,"May  4, 2016",75.0,Captain America: Civil War,11.0,,Captain America: Civil War,0.0,52.0,41.0,3,"May 6, 2016",ReelViews,http://www.metacritic.com//publication/reelviews?filter=movies,"Those who attend this movie expecting to see a superhero smack-down won’t be disappointed, but anyone partial to Captain America’s saga may feel shortchanged.",75
82,Steven Rea,http://www.metacritic.com//critic/steven-rea?filter=movies,"May  4, 2016",75.0,Captain America: Civil War,11.0,,Captain America: Civil War,0.0,52.0,41.0,3,"May 6, 2016",Philadelphia Inquirer,http://www.metacritic.com//publication/philadelphia-inquirer?filter=movies,"With every new installment of the comic book franchise, the scale gets bigger, relationships get trickier, new forces enter the fray.",75
83,Ty Burr,http://www.metacritic.com//critic/ty-burr?filter=movies,"May  4, 2016",75.0,Captain America: Civil War,11.0,,Captain America: Civil War,0.0,52.0,41.0,3,"May 6, 2016",Boston Globe,http://www.metacritic.com//publication/boston-globe?filter=movies,"They’ve built up a vast ensemble of character types, all of them played by better-than-average actors, and that they can mix and match the drama, comedy, or action as they see fit.",75
84,Ann Hornaday,http://www.metacritic.com//critic/ann-hornaday?filter=movies,"May  4, 2016",75.0,Captain America: Civil War,11.0,,Captain America: Civil War,0.0,52.0,41.0,3,"May 6, 2016",Washington Post,http://www.metacritic.com//publication/washington-post?filter=movies,"Crisply photographed, thoughtfully acted and often refreshingly amusing, “Civil War” injects doses of much-needed fun into a genre of filmmaking that’s become mired in dour pretentiousness, when it’s not ridiculing its own excesses in such meta-snark exercises as “Deadpool.”",75
85,Brian Roan,http://www.metacritic.com//critic/brian-roan?filter=movies,"May  3, 2016",75.0,Captain America: Civil War,11.0,,Captain America: Civil War,0.0,52.0,41.0,3,"May 6, 2016",The Film Stage,http://www.metacritic.com//publication/the-film-stage?filter=movies,"Thanks to strong performances, deft writing, and clear, snappy direction and editing, this newest volume of the Marvel Cinematic Universe manages to be at once a thoroughly entertaining standalone story while also serving and benefiting from stories that came before.",75
86,Michael Phillips,http://www.metacritic.com//critic/michael-phillips?filter=movies,"May  3, 2016",75.0,Captain America: Civil War,11.0,,Captain America: Civil War,0.0,52.0,41.0,3,"May 6, 2016",Chicago Tribune,http://www.metacritic.com//publication/chicago-tribune?filter=movies,"Nothing in “Civil War” takes your breath away. All the exteriors are shrouded in the same overcast, indistinct light. Little in story terms is what you’d call daisy fresh. But almost everything in it works on its own prescribed terms, and the quiet moments register.",75
87,A.O. Scott,http://www.metacritic.com//critic/ao-scott?filter=movies,"May  5, 2016",70.0,Captain America: Civil War,11.0,,Captain America: Civil War,0.0,52.0,41.0,3,"May 6, 2016",The New York Times,http://www.metacritic.com//publication/the-new-york-times?filter=movies,"This very crowded, reasonably enjoyable installment in the Avengers cycle...reveals, even more than its predecessors, an essential truth about the Marvel Cinematic Universe. It’s not so much a grand science-fiction saga, or even a series of action-adventure movies, as a very expensive, perpetually renewed workplace sitcom.",75
88,Kenneth Turan,http://www.metacritic.com//critic/kenneth-turan?filter=movies,"May  5, 2016",70.0,Captain America: Civil War,11.0,,Captain America: Civil War,0.0,52.0,41.0,3,"May 6, 2016",Los Angeles Times,http://www.metacritic.com//publication/los-angeles-times?filter=movies,"If you live and breathe Marvel, this is one of the MCU's stronger offerings. If you are a spy coming in from the cold, the answer is not so clear.",75
89,Sheri Linden,http://www.metacritic.com//critic/sheri-linden?filter=movies,"Apr 13, 2016",70.0,Captain America: Civil War,11.0,,Captain America: Civil War,0.0,52.0,41.0,3,"May 6, 2016",The Hollywood Reporter,http://www.metacritic.com//publication/the-hollywood-reporter?filter=movies,"Posing serious questions about violence and vigilantism while reveling in both, Captain America: Civil War is overlong but surprisingly light on its feet. It builds upon the plotlines of previous Avengers outings, bringing together known marquee quantities and introducing the Black Panther and a new Spidey in winning fashion.",75
90,Peter Rainer,http://www.metacritic.com//critic/peter-rainer?filter=movies,"May  5, 2016",67.0,Captain America: Civil War,11.0,,Captain America: Civil War,0.0,52.0,41.0,3,"May 6, 2016",Christian Science Monitor,http://www.metacritic.com//publication/christian-science-monitor?filter=movies,"The action, directed by Joe and Anthony Russo, is thuddingly effective without being terribly imaginative, but at least it’s not in the clobber-the-audience “Transformers” category.",75
91,Jake Cole,http://www.metacritic.com//critic/jake-cole?filter=movies,"May  3, 2016",63.0,Captain America: Civil War,11.0,,Captain America: Civil War,0.0,52.0,41.0,3,"May 6, 2016",Slant Magazine,http://www.metacritic.com//publication/slant-magazine?filter=movies,The undeniable fun of Civil War's action scenes only exacerbates the failure of the narrative to adequately contend with its own themes.,75
